,0
0,0.03783995478371662
1,0.07681263518874532
2,0.10332238193710444
3,0.14177359384692512
4,0.19567823733362963
5,0.404004496149999
6,0.39315977516442485
7,0.4030301146288463
8,0.4101550487738203
9,0.5235283672796262
10,0.6218264061324266
11,0.5405885538826637
12,0.6991606481074046
13,0.7064560301949623
14,0.7568890105174582
15,0.7047692535837109
16,0.8534432967248733
17,0.9095768809797051
18,0.9194843648823654
19,0.8509012270398048
20,1.0409536531435122
21,0.9536867819723837
22,1.0253378320587432
23,0.9521789743977531
24,0.9726804657752538
25,0.9671391947064083
26,1.0293527059316947
27,1.011722858034504
28,0.9962409811243025
29,1.0367477297773258
30,0.9308822329930757
31,0.9084936873634536
32,0.8747996514579062
33,0.8502627099890266
34,0.7828319466505149
35,0.8880214180126329
36,0.6743985669061046
37,0.7460278067426311
38,0.7041454093216198
39,0.5702447411783805
40,0.5046903947632617
41,0.5283682793205013
42,0.5284957659390679
43,0.3649521174861603
44,0.2831867869372137
45,0.3430392745264881
46,0.21347650358019726
47,0.16589342339684643
48,0.026907631838288926
49,0.0802318867779703
50,-0.024159566329456355
51,-0.007206349987839075
52,0.017617499893532035
53,0.11145870514610365
54,0.38483752427052886
55,0.299187185422972
56,0.371275412209517
57,0.43368685136380036
58,0.524220703712066
59,0.5778592323346493
60,0.6528024120591619
61,0.6276076144031606
62,0.7686419236212699
63,0.8420482743375619
64,0.7375617671227899
65,0.8017053283199629
66,0.7390635033511281
67,0.9387501915967745
68,0.9101880520601929
69,0.9987640030420164
70,0.8748269430481732
71,0.9460057034421795
72,0.9752765814317076
73,1.0237348066138634
74,1.0576142559376347
75,0.9994707160797722
76,0.9819187658763153
77,1.046861969313941
78,1.0063288961878811
79,1.0601916012699077
80,0.9663606143289155
81,0.9677815016284207
82,0.854151331924085
83,0.9426191594850023
84,0.7662490315358204
85,0.8778767684237175
86,0.760928118212418
87,0.6725378306825068
88,0.6561998030321557
89,0.7147437518790014
90,0.6519484190106157
91,0.5530932659520678
92,0.45551085566489
93,0.5036512135267994
94,0.32389418539873516
95,0.28149178099073624
96,0.2657134809685881
97,0.11309114999230176
98,0.18296703461933767
99,0.005772696627119843
100,-0.02581384083151767
101,0.11601291313309349
102,0.0001999928555617425
103,0.21361981248191242
104,0.30585170437629716
105,0.22239215285502661
106,0.3719924654090302
107,0.38142253953139416
108,0.4919693185624119
109,0.6495382299631114
110,0.5392358934072756
111,0.6887767813211237
112,0.7366114653590025
113,0.6413605583942452
114,0.7702576652363107
115,0.8951619223626774
116,0.9099142870998502
117,0.8926315281215357
118,0.8814373259147148
119,0.9846773405237788
120,0.9749965263992242
121,0.8794742907038389
122,0.9584978626946319
123,1.04061020611825
124,0.961614623638733
125,1.070803783713139
126,0.9767736953276225
127,1.000010116993996
128,1.023363671971771
129,0.9204515187704433
130,0.892073449879456
131,0.9023173153562336
132,0.784410000153614
133,0.8788511657420609
134,0.8547102297032094
135,0.8162808085085694
136,0.8114785808577536
137,0.6748840304991048
138,0.6894999367512616
139,0.6768931917598736
140,0.5857301241035928
141,0.6245637556496929
142,0.5668666550679842
143,0.39190888973011
144,0.38785732124048056
145,0.34200647255815864
146,0.30506648301111644
147,0.19496331211345314
148,0.15048987058374683
149,-0.01596046561727467
150,0.08597626600951466
151,0.07116779575268808
152,0.1071829644946602
153,0.2266079159427492
154,0.25581544687354757
155,0.3375408410392128
156,0.2873095829182087
157,0.35598673029242955
158,0.41431067794173887
159,0.5353178953225427
160,0.6048710346655192
161,0.6143828719529469
162,0.67633233884155
163,0.7115915812736255
164,0.8005637048041286
165,0.8179309154248426
166,0.8417332288171148
167,0.8387584588051403
168,0.9635231740012756
169,0.8933885481718337
170,0.8662715697015722
171,0.9553353385996383
172,1.032568130611266
173,0.9992954148560813
174,0.9996438661358837
175,0.9995911260142079
176,1.0325423713013095
177,0.9904240334390095
178,1.005455675783456
179,0.9914533233178977
180,0.9494405536876903
181,0.8958066407275691
