"Date","cmp_score","energy_score","temperature_score","vector_ad_cmp","vector_ad_energy","vector_ad_energy_absolute","vector_ad_energy_relative","vector_ad_temperature","Cluster","severity","context","subload"
"2019-01-01",0,0,1,1.05830052442584,2.2,-0.210666666666667,-8.73893805309734,-1.53166652146674,1,0,1,"Print_shop"
"2019-01-02",0,0,1,0.894427190999908,2.2,-0.210666666666667,-8.73893805309734,-1.31798048477684,1,0,1,"Print_shop"
"2019-01-03",0,0,1,1.05830052442584,2.3,-0.110666666666666,-4.59070796460176,-1.54057010632882,1,0,1,"Print_shop"
"2019-01-04",0,0,1,0.894427191000651,2.3,-0.106944444444444,-4.44316214656664,-1.82490631544283,3,0,1,"Print_shop"
"2019-01-05",2,0,1,1.0583005244256,2.4,-0.248936170212766,-9.39759036144577,-1.44737627001504,2,2,1,"Print_shop"
"2019-01-06",0,0,1,1.13137084989792,2.2,-0.210666666666667,-8.73893805309734,-1.2968930469456,1,0,1,"Print_shop"
"2019-01-07",0,0,1,1.13137084989772,2.3,-0.446994535519126,-16.2721304953252,-1.01515883793442,4,0,1,"Print_shop"
"2019-01-08",0,0,1,0.89442719100135,2.6,-0.146994535519126,-5.35110403819376,-1.04990398408283,4,0,1,"Print_shop"
"2019-01-09",0,0,1,0.979795897112991,2.5,-0.246994535519126,-8.99144619057093,-1.10705060603746,4,0,1,"Print_shop"
"2019-01-10",0,0,1,0.894427191000411,2.5,-0.246994535519126,-8.99144619057093,-1.19757085521358,4,0,1,"Print_shop"
"2019-01-11",0,0,1,0.894427191000275,2.5,-0.246994535519126,-8.99144619057093,-1.32466494244067,4,0,1,"Print_shop"
"2019-01-12",0,0,1,0.979795897113555,2.5,-0.148936170212766,-5.62248995983936,-1.39494266337609,2,0,1,"Print_shop"
"2019-01-13",0,0,1,0.979795897113551,2.6,0.189333333333333,7.85398230088497,-1.13287964159151,1,0,1,"Print_shop"
"2019-01-14",0,0,1,0.979795897113597,2.7,-0.0469945355191257,-1.71076188581659,-0.643020035765899,4,0,1,"Print_shop"
"2019-01-15",0,0,1,0.979795897112894,2.6,-0.146994535519126,-5.35110403819376,-1.04350356242391,4,0,1,"Print_shop"
"2019-01-16",1,1,1,1.2649110640687,3.6,0.853005464480874,31.0523174855779,-1.09242107081707,4,2,1,"Print_shop"
"2019-01-17",0,0,1,0.979795897113851,2.7,-0.0469945355191257,-1.71076188581659,-1.05401854086357,4,0,1,"Print_shop"
"2019-01-18",0,0,1,0.894427191000893,2.6,-0.146994535519126,-5.35110403819376,-1.0581330976443,4,0,1,"Print_shop"
"2019-01-19",0,1,1,0.979795897112285,2.8,0.151063829787234,5.70281124497993,-1.36788015672373,2,1,1,"Print_shop"
"2019-01-20",0,1,1,0.894427190999755,2.9,0.489333333333334,20.2986725663717,-1.43935040473886,1,1,1,"Print_shop"
"2019-01-21",2,0,1,1.78885438199943,1.1,-1.64699453551913,-59.9562363238512,-1.33883730468542,4,2,1,"Print_shop"
"2019-01-22",0,0,1,0.97979589711384,2.5,-0.246994535519126,-8.99144619057093,-1.30089194770755,4,0,1,"Print_shop"
"2019-01-23",0,0,1,0.979795897113426,2.4,-0.346994535519126,-12.6317883429481,-1.48604700284053,4,0,1,"Print_shop"
"2019-01-24",0,0,1,0.9797958971129,2.2,-0.546994535519126,-19.9124726477024,-1.58113898177303,4,0,1,"Print_shop"
"2019-01-25",0,0,1,1.05830052442524,2.4,-0.346994535519126,-12.6317883429481,-1.88927356735237,4,0,1,"Print_shop"
"2019-01-26",0,0,1,0.979795897114102,2.5,-0.148936170212766,-5.62248995983936,-1.89644473977766,2,0,1,"Print_shop"
"2019-01-27",0,0,1,0.979795897114616,2.6,0.189333333333333,7.85398230088497,-2.00261929969777,1,0,1,"Print_shop"
"2019-01-28",0,0,1,0.9797958971133,2.4,-0.346994535519126,-12.6317883429481,-1.33106536409959,4,0,1,"Print_shop"
"2019-01-29",0,0,1,1.05830052442759,2.4,-0.346994535519126,-12.6317883429481,-1.5486797005028,4,0,1,"Print_shop"
"2019-01-30",0,0,1,0.979795897113741,2.4,-0.346994535519126,-12.6317883429481,-1.36443899132109,4,0,1,"Print_shop"
"2019-01-31",0,0,1,0.979795897112395,2.5,-0.246994535519126,-8.99144619057093,-1.99808073555398,4,0,1,"Print_shop"
"2019-02-01",0,0,1,0.979795897114282,2.4,-0.346994535519126,-12.6317883429481,-1.32146473161121,4,0,1,"Print_shop"
"2019-02-02",0,0,1,0.979795897114793,2.4,-0.248936170212766,-9.39759036144577,-1.50361554165198,2,0,1,"Print_shop"
"2019-02-03",0,0,1,0.894427191000177,2.5,0.0893333333333333,3.70575221238938,-1.25987287830853,1,0,1,"Print_shop"
"2019-02-04",0,0,1,1.05830052442522,2.4,-0.346994535519126,-12.6317883429481,-1.60491197650615,4,0,1,"Print_shop"
"2019-02-05",0,0,1,0.979795897114506,2.4,-0.346994535519126,-12.6317883429481,-1.75532188549073,4,0,1,"Print_shop"
"2019-02-06",0,0,1,0.979795897114527,2.5,-0.246994535519126,-8.99144619057093,-1.87784424296145,4,0,1,"Print_shop"
"2019-02-07",0,0,1,1.05830052442589,2.5,-0.246994535519126,-8.99144619057093,-1.89155943223056,4,0,1,"Print_shop"
"2019-02-08",0,0,1,0.979795897113848,2.4,-0.346994535519126,-12.6317883429481,-1.39689827259132,4,0,1,"Print_shop"
"2019-02-09",2,0,1,1.05830052442613,2.4,-0.248936170212766,-9.39759036144577,-1.64442514657755,2,2,1,"Print_shop"
"2019-02-10",0,0,1,1.05830052442593,2.4,-0.0106666666666664,-0.442477876106184,-1.16146483509608,1,0,1,"Print_shop"
"2019-02-11",0,0,1,0.97979589711221,2.4,-0.346994535519126,-12.6317883429481,-0.977670653932186,4,0,1,"Print_shop"
"2019-02-12",0,0,1,1.05830052442577,2.4,-0.346994535519126,-12.6317883429481,-1.27711895297442,4,0,1,"Print_shop"
"2019-02-13",0,0,1,1.05830052442672,2.4,-0.346994535519126,-12.6317883429481,-1.3077495423421,4,0,1,"Print_shop"
"2019-02-14",0,0,1,1.05830052442563,2.5,-0.246994535519126,-8.99144619057093,-1.53267864635551,4,0,1,"Print_shop"
"2019-02-15",0,0,1,0.979795897112448,2.5,-0.246994535519126,-8.99144619057093,-0.999157783787125,4,0,1,"Print_shop"
"2019-02-16",0,0,1,0.979795897113082,2.4,-0.248936170212766,-9.39759036144577,-1.15138010350484,2,0,1,"Print_shop"
"2019-02-17",0,0,1,0.979795897114182,2.5,0.0893333333333333,3.70575221238938,-1.41779435717804,1,0,1,"Print_shop"
"2019-02-18",0,0,1,1.05830052442621,2.4,-0.346994535519126,-12.6317883429481,-1.12899490886803,4,0,1,"Print_shop"
"2019-02-19",0,0,1,1.05830052442826,2.4,-0.346994535519126,-12.6317883429481,-1.16876895774845,4,0,1,"Print_shop"
