"Date","cmp_score","energy_score","temperature_score","vector_ad_cmp","vector_ad_energy","vector_ad_energy_absolute","vector_ad_energy_relative","vector_ad_temperature","Cluster","severity","context","subload"
"2019-01-01",0,0,1,27.7070388168784,344.7,-8.23400000000004,-2.33301410462013,-1.53166652146674,1,0,1,"Not_allocated"
"2019-01-02",0,0,1,45.1273752837455,289.7,-63.234,-17.9166643055076,-1.31798048477684,1,0,1,"Not_allocated"
"2019-01-03",0,0,1,34.1525987298154,296.8,-56.134,-15.9049567341203,-1.54057010632882,1,0,1,"Not_allocated"
"2019-01-04",1,1,1,47.8356153769035,251.9,-80.7768518518518,-24.2808753907,-1.82490631544283,3,2,1,"Not_allocated"
"2019-01-05",0,0,1,41.0560592361237,334.5,-88.5382978723404,-20.9291447884604,-1.44737627001504,2,0,1,"Not_allocated"
"2019-01-06",0,0,1,26.9785099662671,325.7,-27.234,-7.71645690129034,-1.2968930469456,1,0,1,"Not_allocated"
"2019-01-07",0,0,1,25.348767228421,348,-35.6220355191257,-9.28571151313589,-1.01515883793442,4,0,1,"Not_allocated"
"2019-01-08",0,0,1,24.3244732728377,330.2,-53.4220355191257,-13.9256952345904,-1.04990398408283,4,0,1,"Not_allocated"
"2019-01-09",0,0,1,32.0749123147766,319.1,-64.5220355191257,-16.8191682294301,-1.10705060603746,4,0,1,"Not_allocated"
"2019-01-10",0,0,1,33.5499627421308,315.4,-68.2220355191257,-17.7836592277099,-1.19757085521358,4,0,1,"Not_allocated"
"2019-01-11",0,0,1,25.0087984517429,333,-50.6220355191257,-13.1958101548111,-1.32466494244067,4,0,1,"Not_allocated"
"2019-01-12",0,0,1,28.5965032827384,362,-61.0382978723404,-14.4285513106806,-1.39494266337609,2,0,1,"Not_allocated"
"2019-01-13",0,0,1,33.3250656413421,369.4,16.466,4.66546153105112,-1.13287964159151,1,0,1,"Not_allocated"
"2019-01-14",0,0,1,27.6318656626656,331.3,-52.3220355191257,-13.6389546675342,-0.643020035765899,4,0,1,"Not_allocated"
"2019-01-15",0,0,1,25.6437126797095,359.1,-24.5220355191257,-6.39223851829624,-1.04350356242391,4,0,1,"Not_allocated"
"2019-01-16",0,0,1,25.1236939959147,364.3,-19.3220355191257,-5.03673765584885,-1.09242107081707,4,0,1,"Not_allocated"
"2019-01-17",0,0,1,26.4544892220901,332.9,-50.7220355191257,-13.2218774790889,-1.05401854086357,4,0,1,"Not_allocated"
"2019-01-18",0,0,1,22.7929813758192,347.2,-36.4220355191257,-9.49425010735856,-1.0581330976443,4,0,1,"Not_allocated"
"2019-01-19",0,0,1,27.3495886623372,373.3,-49.7382978723404,-11.7573983543565,-1.36788015672373,2,0,1,"Not_allocated"
